id,area,latitude,longitude,crime_type,severity,date,time,time_of_day,target_group,gender,age,age_group,crime_count,police_station,status
611,George Town,25.4421,81.8329,Theft,1,19-07-2025,02:09,Night,All,Female,73,Senior,2,George Town PS,Closed
612,Naini,25.3925,81.863,Theft,1,09-01-2025,07:15,Morning,Children,Female,58,Adult,3,Naini PS,Closed
613,Meerapur,25.43,81.82,Theft,3,29-11-2025,17:22,Evening,Women,Female,54,Adult,1,Meerapur PS,Closed
614,Dhoomanganj,25.448,81.79,Chain Snatching,3,12-10-2025,03:52,Night,Women,Male,49,Adult,3,Dhoomanganj PS,Closed
615,Meerapur,25.43,81.82,Theft,2,14-07-2025,22:33,Night,Children,Female,41,Adult,1,Meerapur PS,Under Investigation
616,Lukerganj,25.444,81.828,Harassment,2,12-08-2025,08:20,Morning,All,Male,56,Adult,1,Lukerganj PS,Reported
617,Meerapur,25.43,81.82,Assault,5,28-05-2025,02:01,Night,Women,Female,46,Adult,1,Meerapur PS,Reported
618,Meerapur,25.43,81.82,Robbery,4,24-03-2025,02:02,Night,Women,Male,14,Teen,3,Meerapur PS,Reported
619,Daraganj,25.428,81.889,Kidnapping,5,01-06-2025,05:19,Night,Children,Female,16,Teen,2,Daraganj PS,Reported
620,Phaphamau,25.503,81.885,Assault,4,23-11-2025,16:50,Afternoon,Women,Female,56,Adult,2,Phaphamau PS,Unreported
621,Naini,25.3925,81.863,Theft,4,26-12-2025,06:10,Morning,Women,Female,56,Adult,3,Naini PS,Closed
622,Dhoomanganj,25.448,81.79,Assault,4,11-05-2025,16:31,Afternoon,Women,Female,64,Senior,2,Dhoomanganj PS,Closed
623,George Town,25.4421,81.8329,Robbery,4,27-03-2025,08:45,Morning,All,Female,45,Adult,3,George Town PS,Under Investigation
624,Kareli,25.418,81.815,Robbery,4,10-04-2025,15:23,Afternoon,All,Female,37,Adult,3,Kareli PS,Closed
625,Allahpur,25.4602,81.8501,Harassment,1,05-10-2025,14:16,Afternoon,All,Female,24,Adult,3,Allahpur PS,Closed
626,Kareli,25.418,81.815,Theft,2,17-09-2025,06:30,Morning,Children,Male,14,Teen,3,Kareli PS,Reported
627,Civil Lines,25.45,81.84,Harassment,1,27-09-2025,07:16,Morning,All,Female,26,Adult,3,Civil Lines PS,Closed
628,Katra,25.4358,81.8463,Robbery,5,28-03-2025,12:11,Afternoon,Children,Male,56,Adult,3,Katra PS,Under Investigation
629,Katra,25.4358,81.8463,Robbery,5,19-09-2025,02:31,Night,All,Male,32,Adult,2,Katra PS,Unreported
630,Naini,25.3925,81.863,Kidnapping,4,28-01-2025,20:43,Evening,All,Female,60,Adult,1,Naini PS,Reported
631,Phaphamau,25.503,81.885,Harassment,1,10-10-2025,19:45,Evening,Women,Female,28,Adult,3,Phaphamau PS,Unreported
632,Kareli,25.418,81.815,Assault,4,20-10-2025,22:21,Night,Women,Male,26,Adult,2,Kareli PS,Under Investigation
633,George Town,25.4421,81.8329,Chain Snatching,2,05-12-2025,22:23,Night,All,Female,69,Senior,1,George Town PS,Unreported
634,Dhoomanganj,25.448,81.79,Robbery,4,28-02-2025,11:07,Morning,Children,Male,49,Adult,1,Dhoomanganj PS,Closed
635,Katra,25.4358,81.8463,Harassment,2,03-08-2025,22:32,Night,Women,Female,25,Adult,2,Katra PS,Unreported
636,Dhoomanganj,25.448,81.79,Assault,5,25-04-2025,05:15,Night,Children,Female,35,Adult,3,Dhoomanganj PS,Under Investigation
637,Civil Lines,25.45,81.84,Harassment,4,02-03-2025,00:18,Night,Women,Female,56,Adult,3,Civil Lines PS,Unreported
638,Allahpur,25.4602,81.8501,Robbery,4,29-06-2025,02:22,Night,All,Male,41,Adult,1,Allahpur PS,Unreported
639,Kareli,25.418,81.815,Assault,4,27-05-2025,10:21,Morning,All,Male,47,Adult,3,Kareli PS,Under Investigation
640,Daraganj,25.428,81.889,Chain Snatching,1,20-06-2025,15:51,Afternoon,All,Male,11,Child,2,Daraganj PS,Closed
641,George Town,25.4421,81.8329,Chain Snatching,4,28-01-2025,17:06,Evening,Women,Male,70,Senior,1,George Town PS,Reported
642,Allahpur,25.4602,81.8501,Assault,4,25-06-2025,14:12,Afternoon,Women,Male,31,Adult,3,Allahpur PS,Unreported
643,George Town,25.4421,81.8329,Chain Snatching,3,17-03-2025,07:12,Morning,Children,Male,26,Adult,1,George Town PS,Reported
644,Lukerganj,25.444,81.828,Kidnapping,4,30-05-2025,04:44,Night,All,Male,10,Child,1,Lukerganj PS,Reported
645,Kareli,25.418,81.815,Robbery,5,23-02-2025,05:30,Night,All,Male,39,Adult,2,Kareli PS,Reported
646,Civil Lines,25.45,81.84,Chain Snatching,3,31-01-2025,23:25,Night,Children,Female,25,Adult,3,Civil Lines PS,Unreported
647,Kareli,25.418,81.815,Kidnapping,4,12-12-2025,08:22,Morning,All,Male,27,Adult,1,Kareli PS,Under Investigation
648,Phaphamau,25.503,81.885,Robbery,5,26-04-2025,06:48,Morning,Women,Male,11,Child,2,Phaphamau PS,Under Investigation
649,Civil Lines,25.45,81.84,Assault,5,15-09-2025,23:24,Night,Women,Female,11,Child,3,Civil Lines PS,Closed
650,Meerapur,25.43,81.82,Chain Snatching,4,24-06-2025,18:27,Evening,All,Female,75,Senior,1,Meerapur PS,Closed
651,Meerapur,25.43,81.82,Assault,4,09-05-2025,04:57,Night,Women,Male,19,Teen,2,Meerapur PS,Reported
652,Lukerganj,25.444,81.828,Kidnapping,5,27-05-2025,13:55,Afternoon,All,Male,58,Adult,2,Lukerganj PS,Unreported
653,Meerapur,25.43,81.82,Robbery,4,12-02-2025,23:16,Night,All,Female,10,Child,1,Meerapur PS,Under Investigation
654,Civil Lines,25.45,81.84,Harassment,3,19-06-2025,17:41,Evening,Children,Male,69,Senior,1,Civil Lines PS,Under Investigation
655,Meerapur,25.43,81.82,Assault,4,28-07-2025,23:15,Night,Children,Female,51,Adult,3,Meerapur PS,Unreported
656,Phaphamau,25.503,81.885,Harassment,2,20-07-2025,15:26,Afternoon,Children,Male,40,Adult,3,Phaphamau PS,Unreported
657,Naini,25.3925,81.863,Assault,5,18-12-2025,11:43,Morning,Children,Male,66,Senior,2,Naini PS,Unreported
658,Katra,25.4358,81.8463,Theft,1,04-07-2025,17:52,Evening,Children,Male,11,Child,2,Katra PS,Under Investigation
659,Katra,25.4358,81.8463,Robbery,5,10-11-2025,01:51,Night,Women,Female,19,Teen,1,Katra PS,Under Investigation
660,George Town,25.4421,81.8329,Kidnapping,4,11-09-2025,06:30,Morning,All,Female,28,Adult,2,George Town PS,Unreported
661,Civil Lines,25.45,81.84,Harassment,4,27-08-2025,01:32,Night,All,Male,67,Senior,1,Civil Lines PS,Under Investigation
662,George Town,25.4421,81.8329,Kidnapping,4,22-07-2025,05:24,Night,Children,Male,9,Child,3,George Town PS,Under Investigation
663,Jhunsi,25.402,81.9,Robbery,5,29-06-2025,03:25,Night,Women,Male,43,Adult,3,Jhunsi PS,Under Investigation
664,Allahpur,25.4602,81.8501,Kidnapping,4,16-05-2025,01:30,Night,Children,Male,54,Adult,3,Allahpur PS,Under Investigation
665,Dhoomanganj,25.448,81.79,Harassment,3,26-09-2025,07:48,Morning,Women,Male,21,Adult,1,Dhoomanganj PS,Reported
666,Phaphamau,25.503,81.885,Robbery,5,23-01-2025,05:27,Night,Women,Male,38,Adult,3,Phaphamau PS,Unreported
667,George Town,25.4421,81.8329,Theft,1,16-06-2025,05:41,Night,Women,Male,62,Senior,1,George Town PS,Closed
668,Civil Lines,25.45,81.84,Assault,5,04-03-2025,05:02,Night,Women,Male,34,Adult,1,Civil Lines PS,Reported
669,Phaphamau,25.503,81.885,Kidnapping,5,30-05-2025,07:04,Morning,Women,Female,46,Adult,1,Phaphamau PS,Closed
670,Phaphamau,25.503,81.885,Chain Snatching,1,17-04-2025,22:50,Night,Women,Female,25,Adult,1,Phaphamau PS,Closed
671,Daraganj,25.428,81.889,Assault,5,29-01-2025,04:14,Night,All,Female,37,Adult,3,Daraganj PS,Unreported
672,Dhoomanganj,25.448,81.79,Robbery,4,30-11-2025,09:19,Morning,Children,Male,38,Adult,1,Dhoomanganj PS,Under Investigation
673,George Town,25.4421,81.8329,Theft,3,09-08-2025,20:20,Evening,Children,Male,11,Child,2,George Town PS,Unreported
674,Daraganj,25.428,81.889,Robbery,5,05-09-2025,06:38,Morning,Women,Male,72,Senior,1,Daraganj PS,Reported
675,Jhunsi,25.402,81.9,Harassment,4,09-03-2025,00:12,Night,Women,Female,60,Adult,3,Jhunsi PS,Reported
676,Daraganj,25.428,81.889,Harassment,4,10-10-2025,14:17,Afternoon,All,Female,61,Senior,1,Daraganj PS,Reported
677,Daraganj,25.428,81.889,Assault,4,17-09-2025,07:54,Morning,All,Male,49,Adult,1,Daraganj PS,Reported
678,Jhunsi,25.402,81.9,Harassment,1,10-08-2025,15:01,Afternoon,Children,Female,71,Senior,2,Jhunsi PS,Closed
679,Meerapur,25.43,81.82,Chain Snatching,3,25-12-2025,16:32,Afternoon,Women,Male,69,Senior,2,Meerapur PS,Closed
680,Lukerganj,25.444,81.828,Kidnapping,4,09-06-2025,20:10,Evening,All,Male,17,Teen,2,Lukerganj PS,Closed
681,George Town,25.4421,81.8329,Assault,5,20-03-2025,17:18,Evening,All,Female,68,Senior,1,George Town PS,Closed
682,George Town,25.4421,81.8329,Kidnapping,4,07-09-2025,22:49,Night,Women,Male,8,Child,1,George Town PS,Closed
683,Meerapur,25.43,81.82,Robbery,4,15-01-2025,20:26,Evening,Women,Female,51,Adult,2,Meerapur PS,Unreported
684,Daraganj,25.428,81.889,Robbery,5,20-01-2025,09:43,Morning,Children,Female,56,Adult,2,Daraganj PS,Under Investigation
685,Jhunsi,25.402,81.9,Harassment,4,28-11-2025,19:12,Evening,All,Male,61,Senior,2,Jhunsi PS,Unreported
686,Katra,25.4358,81.8463,Kidnapping,4,31-12-2025,03:47,Night,Children,Male,37,Adult,3,Katra PS,Closed
687,Jhunsi,25.402,81.9,Theft,4,26-07-2025,01:33,Night,Women,Female,55,Adult,2,Jhunsi PS,Under Investigation
688,Lukerganj,25.444,81.828,Kidnapping,5,07-11-2025,23:42,Night,Children,Female,15,Teen,2,Lukerganj PS,Reported
689,Phaphamau,25.503,81.885,Harassment,4,02-04-2025,00:04,Night,Women,Female,56,Adult,3,Phaphamau PS,Closed
690,Civil Lines,25.45,81.84,Theft,1,25-01-2025,15:51,Afternoon,Children,Male,38,Adult,1,Civil Lines PS,Unreported
691,Lukerganj,25.444,81.828,Theft,3,28-01-2025,12:36,Afternoon,Women,Female,56,Adult,1,Lukerganj PS,Unreported
692,Phaphamau,25.503,81.885,Harassment,1,28-06-2025,16:21,Afternoon,All,Female,30,Adult,1,Phaphamau PS,Reported
693,Daraganj,25.428,81.889,Assault,4,29-03-2025,07:22,Morning,Women,Male,60,Adult,2,Daraganj PS,Under Investigation
694,Lukerganj,25.444,81.828,Theft,4,31-03-2025,01:32,Night,All,Female,68,Senior,3,Lukerganj PS,Reported
695,Meerapur,25.43,81.82,Theft,3,20-10-2025,17:27,Evening,Children,Female,27,Adult,1,Meerapur PS,Unreported
696,Allahpur,25.4602,81.8501,Harassment,1,20-04-2025,13:39,Afternoon,All,Female,70,Senior,3,Allahpur PS,Closed
697,Daraganj,25.428,81.889,Kidnapping,5,18-02-2025,05:13,Night,Women,Female,13,Teen,3,Daraganj PS,Unreported
698,Daraganj,25.428,81.889,Assault,4,02-10-2025,15:10,Afternoon,Children,Female,20,Adult,3,Daraganj PS,Reported
699,Daraganj,25.428,81.889,Theft,2,03-03-2025,11:48,Morning,Women,Male,71,Senior,1,Daraganj PS,Under Investigation
700,Naini,25.3925,81.863,Robbery,4,15-10-2025,15:57,Afternoon,Women,Male,9,Child,3,Naini PS,Unreported
701,Katra,25.4358,81.8463,Assault,4,03-03-2025,12:44,Afternoon,Children,Female,39,Adult,3,Katra PS,Under Investigation
702,Kareli,25.418,81.815,Assault,4,29-03-2025,06:44,Morning,Children,Female,32,Adult,3,Kareli PS,Unreported
703,Civil Lines,25.45,81.84,Assault,4,07-10-2025,03:07,Night,Women,Male,47,Adult,3,Civil Lines PS,Under Investigation
704,Dhoomanganj,25.448,81.79,Kidnapping,4,29-12-2025,16:17,Afternoon,Children,Female,73,Senior,1,Dhoomanganj PS,Unreported
705,George Town,25.4421,81.8329,Chain Snatching,1,20-02-2025,14:24,Afternoon,Children,Female,28,Adult,1,George Town PS,Closed
706,Phaphamau,25.503,81.885,Chain Snatching,4,05-05-2025,00:19,Night,All,Female,50,Adult,2,Phaphamau PS,Closed
707,George Town,25.4421,81.8329,Chain Snatching,4,13-07-2025,09:38,Morning,Women,Female,53,Adult,2,George Town PS,Unreported
708,Naini,25.3925,81.863,Assault,5,25-11-2025,21:13,Night,Children,Male,19,Teen,1,Naini PS,Closed
709,Jhunsi,25.402,81.9,Robbery,4,18-04-2025,04:25,Night,Children,Female,37,Adult,1,Jhunsi PS,Closed
710,Katra,25.4358,81.8463,Assault,5,19-04-2025,23:32,Night,All,Male,63,Senior,2,Katra PS,Unreported
711,George Town,25.4421,81.8329,Kidnapping,4,01-02-2025,02:23,Night,All,Female,16,Teen,2,George Town PS,Unreported
712,Lukerganj,25.444,81.828,Robbery,4,06-02-2025,19:01,Evening,Women,Male,60,Adult,1,Lukerganj PS,Reported
713,George Town,25.4421,81.8329,Chain Snatching,3,06-06-2025,21:30,Night,Children,Female,42,Adult,3,George Town PS,Reported
714,Jhunsi,25.402,81.9,Chain Snatching,2,12-10-2025,15:18,Afternoon,Children,Female,46,Adult,2,Jhunsi PS,Under Investigation
715,Allahpur,25.4602,81.8501,Chain Snatching,4,03-02-2025,00:45,Night,Women,Male,72,Senior,2,Allahpur PS,Unreported
716,Lukerganj,25.444,81.828,Harassment,4,14-10-2025,15:38,Afternoon,Women,Male,8,Child,3,Lukerganj PS,Unreported
717,Allahpur,25.4602,81.8501,Robbery,5,28-07-2025,04:39,Night,Women,Female,11,Child,1,Allahpur PS,Reported
718,Katra,25.4358,81.8463,Theft,1,08-07-2025,08:54,Morning,All,Male,9,Child,3,Katra PS,Unreported
719,Jhunsi,25.402,81.9,Assault,4,01-04-2025,17:19,Evening,Women,Male,8,Child,3,Jhunsi PS,Reported
720,Kareli,25.418,81.815,Theft,1,30-07-2025,14:01,Afternoon,All,Female,21,Adult,1,Kareli PS,Reported
721,Civil Lines,25.45,81.84,Theft,4,19-08-2025,15:51,Afternoon,Women,Female,51,Adult,2,Civil Lines PS,Unreported
722,Daraganj,25.428,81.889,Kidnapping,5,01-12-2025,10:46,Morning,Children,Male,18,Teen,3,Daraganj PS,Reported
723,Civil Lines,25.45,81.84,Harassment,3,17-04-2025,07:36,Morning,Women,Male,53,Adult,2,Civil Lines PS,Under Investigation
724,Dhoomanganj,25.448,81.79,Assault,5,14-08-2025,05:27,Night,Children,Female,25,Adult,2,Dhoomanganj PS,Closed
725,Meerapur,25.43,81.82,Chain Snatching,2,15-03-2025,22:51,Night,Women,Female,38,Adult,3,Meerapur PS,Under Investigation
726,Daraganj,25.428,81.889,Theft,3,13-04-2025,08:57,Morning,All,Female,19,Teen,1,Daraganj PS,Closed
727,Naini,25.3925,81.863,Robbery,5,03-01-2025,06:33,Morning,Children,Male,55,Adult,2,Naini PS,Reported
728,Katra,25.4358,81.8463,Robbery,4,12-12-2025,03:34,Night,All,Female,8,Child,1,Katra PS,Under Investigation
729,Daraganj,25.428,81.889,Harassment,4,13-09-2025,04:36,Night,Women,Female,25,Adult,2,Daraganj PS,Under Investigation
730,Katra,25.4358,81.8463,Assault,4,21-05-2025,03:44,Night,All,Female,70,Senior,1,Katra PS,Closed
731,Kareli,25.418,81.815,Robbery,5,30-01-2025,12:09,Afternoon,All,Male,69,Senior,3,Kareli PS,Under Investigation
732,Naini,25.3925,81.863,Kidnapping,4,21-09-2025,23:21,Night,Women,Female,42,Adult,3,Naini PS,Closed
733,Allahpur,25.4602,81.8501,Kidnapping,4,01-07-2025,08:21,Morning,Women,Male,15,Teen,3,Allahpur PS,Closed
734,George Town,25.4421,81.8329,Assault,4,25-12-2025,15:11,Afternoon,All,Female,40,Adult,3,George Town PS,Reported
735,Civil Lines,25.45,81.84,Assault,4,07-01-2025,12:31,Afternoon,Women,Male,69,Senior,1,Civil Lines PS,Reported
736,George Town,25.4421,81.8329,Kidnapping,5,04-11-2025,07:05,Morning,Children,Male,73,Senior,2,George Town PS,Unreported
737,Katra,25.4358,81.8463,Kidnapping,5,03-02-2025,02:02,Night,All,Female,41,Adult,2,Katra PS,Unreported
738,Meerapur,25.43,81.82,Harassment,1,13-07-2025,11:30,Morning,Children,Female,30,Adult,1,Meerapur PS,Reported
739,Daraganj,25.428,81.889,Harassment,3,16-01-2025,18:28,Evening,Women,Male,23,Adult,1,Daraganj PS,Under Investigation
740,Jhunsi,25.402,81.9,Kidnapping,4,20-01-2025,20:33,Evening,Women,Male,28,Adult,2,Jhunsi PS,Under Investigation
741,Civil Lines,25.45,81.84,Assault,5,28-05-2025,04:26,Night,All,Female,60,Adult,2,Civil Lines PS,Reported
742,Kareli,25.418,81.815,Kidnapping,5,22-11-2025,14:43,Afternoon,Women,Female,8,Child,2,Kareli PS,Closed
743,Allahpur,25.4602,81.8501,Robbery,4,15-02-2025,01:02,Night,Children,Female,46,Adult,1,Allahpur PS,Reported
744,Jhunsi,25.402,81.9,Kidnapping,5,21-01-2025,17:33,Evening,All,Male,46,Adult,3,Jhunsi PS,Closed
745,Phaphamau,25.503,81.885,Kidnapping,5,17-06-2025,14:48,Afternoon,Children,Male,31,Adult,2,Phaphamau PS,Unreported
746,Dhoomanganj,25.448,81.79,Assault,5,13-01-2025,03:52,Night,Women,Male,59,Adult,3,Dhoomanganj PS,Unreported
747,Phaphamau,25.503,81.885,Theft,1,23-06-2025,17:23,Evening,Children,Female,31,Adult,3,Phaphamau PS,Reported
748,George Town,25.4421,81.8329,Robbery,4,06-08-2025,00:13,Night,Children,Female,23,Adult,3,George Town PS,Closed
749,Meerapur,25.43,81.82,Theft,4,17-04-2025,10:49,Morning,Women,Female,11,Child,3,Meerapur PS,Closed
750,Katra,25.4358,81.8463,Theft,3,22-07-2025,20:08,Evening,Children,Female,49,Adult,1,Katra PS,Closed
751,Civil Lines,25.45,81.84,Theft,1,14-01-2025,00:34,Night,Children,Female,46,Adult,1,Civil Lines PS,Under Investigation
752,Meerapur,25.43,81.82,Theft,2,02-10-2025,07:26,Morning,All,Female,54,Adult,1,Meerapur PS,Under Investigation
753,Phaphamau,25.503,81.885,Assault,4,20-09-2025,16:43,Afternoon,Children,Male,53,Adult,2,Phaphamau PS,Reported
754,Naini,25.3925,81.863,Harassment,4,23-03-2025,19:30,Evening,All,Male,33,Adult,3,Naini PS,Under Investigation
755,George Town,25.4421,81.8329,Theft,1,03-03-2025,22:40,Night,Children,Male,37,Adult,2,George Town PS,Reported
756,Jhunsi,25.402,81.9,Harassment,3,07-09-2025,17:01,Evening,Women,Male,25,Adult,2,Jhunsi PS,Unreported
757,Lukerganj,25.444,81.828,Chain Snatching,4,19-04-2025,08:59,Morning,Children,Female,33,Adult,3,Lukerganj PS,Closed
758,Lukerganj,25.444,81.828,Chain Snatching,3,20-08-2025,10:18,Morning,All,Female,24,Adult,1,Lukerganj PS,Closed
759,Kareli,25.418,81.815,Assault,4,10-07-2025,12:58,Afternoon,All,Male,54,Adult,3,Kareli PS,Closed
760,Daraganj,25.428,81.889,Chain Snatching,2,26-04-2025,03:30,Night,Children,Female,47,Adult,2,Daraganj PS,Closed
761,George Town,25.4421,81.8329,Assault,5,21-03-2025,09:20,Morning,Children,Female,63,Senior,3,George Town PS,Closed
762,Katra,25.4358,81.8463,Harassment,2,28-11-2025,22:41,Night,Children,Female,31,Adult,1,Katra PS,Under Investigation
763,Phaphamau,25.503,81.885,Assault,5,07-10-2025,03:16,Night,Children,Female,45,Adult,3,Phaphamau PS,Reported
764,Daraganj,25.428,81.889,Chain Snatching,4,29-11-2025,23:04,Night,All,Female,60,Adult,2,Daraganj PS,Reported
765,Allahpur,25.4602,81.8501,Assault,4,30-11-2025,13:58,Afternoon,Children,Male,18,Teen,2,Allahpur PS,Unreported
766,Meerapur,25.43,81.82,Chain Snatching,2,25-05-2025,03:12,Night,All,Male,54,Adult,2,Meerapur PS,Reported
767,Dhoomanganj,25.448,81.79,Assault,5,19-04-2025,13:08,Afternoon,All,Female,40,Adult,2,Dhoomanganj PS,Under Investigation
768,Daraganj,25.428,81.889,Kidnapping,5,19-11-2025,18:08,Evening,Children,Male,72,Senior,2,Daraganj PS,Closed
769,Meerapur,25.43,81.82,Theft,2,01-05-2025,15:15,Afternoon,Children,Female,51,Adult,3,Meerapur PS,Closed
770,Naini,25.3925,81.863,Theft,2,01-08-2025,05:03,Night,Children,Female,52,Adult,2,Naini PS,Closed
771,Meerapur,25.43,81.82,Chain Snatching,2,18-08-2025,22:31,Night,Children,Male,42,Adult,2,Meerapur PS,Closed
772,Daraganj,25.428,81.889,Harassment,1,06-12-2025,23:38,Night,All,Female,9,Child,1,Daraganj PS,Unreported
773,Naini,25.3925,81.863,Robbery,4,04-10-2025,20:54,Evening,Children,Male,13,Teen,3,Naini PS,Unreported
774,Civil Lines,25.45,81.84,Kidnapping,5,15-03-2025,02:43,Night,Children,Female,71,Senior,3,Civil Lines PS,Unreported
775,Phaphamau,25.503,81.885,Harassment,1,20-06-2025,01:44,Night,All,Male,65,Senior,1,Phaphamau PS,Closed
776,Katra,25.4358,81.8463,Harassment,2,02-08-2025,13:09,Afternoon,Women,Female,40,Adult,2,Katra PS,Reported
777,Naini,25.3925,81.863,Chain Snatching,3,08-12-2025,11:36,Morning,Children,Female,16,Teen,2,Naini PS,Closed
778,Naini,25.3925,81.863,Assault,5,08-10-2025,07:06,Morning,Children,Male,17,Teen,2,Naini PS,Closed
779,Meerapur,25.43,81.82,Theft,2,28-09-2025,01:27,Night,All,Female,43,Adult,2,Meerapur PS,Under Investigation
780,Phaphamau,25.503,81.885,Robbery,4,17-01-2025,16:02,Afternoon,Women,Male,15,Teen,1,Phaphamau PS,Under Investigation
781,Katra,25.4358,81.8463,Harassment,1,08-01-2025,22:03,Night,All,Male,29,Adult,2,Katra PS,Under Investigation
782,Dhoomanganj,25.448,81.79,Assault,5,26-08-2025,04:44,Night,All,Male,52,Adult,2,Dhoomanganj PS,Reported
783,Katra,25.4358,81.8463,Theft,4,31-10-2025,12:09,Afternoon,All,Male,20,Adult,2,Katra PS,Reported
784,Civil Lines,25.45,81.84,Assault,5,24-09-2025,00:41,Night,Children,Female,33,Adult,2,Civil Lines PS,Reported
785,Lukerganj,25.444,81.828,Theft,3,14-09-2025,02:40,Night,All,Female,40,Adult,1,Lukerganj PS,Unreported
786,Jhunsi,25.402,81.9,Assault,5,29-01-2025,04:13,Night,All,Female,56,Adult,2,Jhunsi PS,Reported
787,Jhunsi,25.402,81.9,Kidnapping,5,22-12-2025,11:38,Morning,All,Male,30,Adult,2,Jhunsi PS,Unreported
788,Katra,25.4358,81.8463,Assault,5,10-09-2025,23:07,Night,Women,Male,58,Adult,3,Katra PS,Reported
789,Dhoomanganj,25.448,81.79,Assault,4,23-06-2025,04:53,Night,All,Male,65,Senior,3,Dhoomanganj PS,Reported
790,Jhunsi,25.402,81.9,Assault,5,17-12-2025,09:34,Morning,Women,Male,61,Senior,3,Jhunsi PS,Unreported
791,Phaphamau,25.503,81.885,Theft,2,11-12-2025,09:48,Morning,Women,Female,17,Teen,2,Phaphamau PS,Unreported
792,Allahpur,25.4602,81.8501,Robbery,5,17-01-2025,05:00,Night,Women,Female,29,Adult,2,Allahpur PS,Under Investigation
793,Dhoomanganj,25.448,81.79,Kidnapping,5,28-12-2025,04:29,Night,Women,Male,53,Adult,2,Dhoomanganj PS,Under Investigation
794,Dhoomanganj,25.448,81.79,Chain Snatching,4,25-05-2025,14:37,Afternoon,Children,Female,34,Adult,1,Dhoomanganj PS,Unreported
795,Katra,25.4358,81.8463,Robbery,4,11-07-2025,04:04,Night,All,Male,42,Adult,1,Katra PS,Closed
796,Katra,25.4358,81.8463,Chain Snatching,1,12-05-2025,13:06,Afternoon,Children,Female,16,Teen,1,Katra PS,Under Investigation
797,Meerapur,25.43,81.82,Chain Snatching,1,23-01-2025,02:56,Night,Women,Female,46,Adult,2,Meerapur PS,Unreported
798,Kareli,25.418,81.815,Chain Snatching,1,04-09-2025,00:22,Night,Children,Female,57,Adult,3,Kareli PS,Unreported
799,Kareli,25.418,81.815,Robbery,5,30-01-2025,01:30,Night,Children,Male,62,Senior,3,Kareli PS,Unreported
800,Civil Lines,25.45,81.84,Assault,4,27-06-2025,08:58,Morning,Women,Female,9,Child,1,Civil Lines PS,Closed
801,Meerapur,25.43,81.82,Assault,4,04-04-2025,13:58,Afternoon,All,Male,56,Adult,3,Meerapur PS,Closed
802,Lukerganj,25.444,81.828,Theft,2,11-01-2025,06:33,Morning,Women,Female,9,Child,2,Lukerganj PS,Unreported
803,Dhoomanganj,25.448,81.79,Assault,5,08-10-2025,06:23,Morning,All,Female,26,Adult,2,Dhoomanganj PS,Reported
804,Katra,25.4358,81.8463,Robbery,4,03-04-2025,09:15,Morning,Women,Female,10,Child,3,Katra PS,Under Investigation
805,Meerapur,25.43,81.82,Kidnapping,5,28-01-2025,08:25,Morning,Women,Female,30,Adult,2,Meerapur PS,Unreported
806,Lukerganj,25.444,81.828,Harassment,4,24-11-2025,04:59,Night,All,Female,48,Adult,2,Lukerganj PS,Unreported
807,Allahpur,25.4602,81.8501,Chain Snatching,4,21-03-2025,19:59,Evening,All,Female,37,Adult,2,Allahpur PS,Under Investigation
808,Civil Lines,25.45,81.84,Kidnapping,5,04-03-2025,17:31,Evening,Women,Male,68,Senior,3,Civil Lines PS,Unreported
809,Phaphamau,25.503,81.885,Assault,5,18-07-2025,08:22,Morning,Women,Male,39,Adult,1,Phaphamau PS,Unreported
810,Jhunsi,25.402,81.9,Theft,2,14-06-2025,16:06,Afternoon,Women,Male,73,Senior,2,Jhunsi PS,Reported
811,Kareli,25.418,81.815,Assault,5,26-12-2025,03:13,Night,Women,Male,44,Adult,3,Kareli PS,Unreported
812,Daraganj,25.428,81.889,Theft,1,02-05-2025,15:22,Afternoon,Women,Male,11,Child,1,Daraganj PS,Under Investigation
813,Allahpur,25.4602,81.8501,Kidnapping,5,17-04-2025,03:54,Night,Women,Female,42,Adult,2,Allahpur PS,Closed
814,Dhoomanganj,25.448,81.79,Harassment,4,24-03-2025,11:14,Morning,Women,Female,26,Adult,2,Dhoomanganj PS,Unreported
815,Lukerganj,25.444,81.828,Chain Snatching,4,06-01-2025,19:28,Evening,Children,Female,52,Adult,1,Lukerganj PS,Unreported
816,Phaphamau,25.503,81.885,Kidnapping,4,06-02-2025,06:21,Morning,Women,Male,34,Adult,2,Phaphamau PS,Under Investigation
817,Dhoomanganj,25.448,81.79,Theft,3,05-10-2025,05:56,Night,Women,Female,29,Adult,1,Dhoomanganj PS,Reported
818,George Town,25.4421,81.8329,Chain Snatching,2,16-04-2025,11:16,Morning,All,Female,32,Adult,3,George Town PS,Under Investigation
819,George Town,25.4421,81.8329,Theft,2,02-10-2025,01:10,Night,Children,Female,10,Child,3,George Town PS,Under Investigation
820,Phaphamau,25.503,81.885,Robbery,4,28-02-2025,08:35,Morning,All,Female,61,Senior,2,Phaphamau PS,Reported
821,Dhoomanganj,25.448,81.79,Harassment,3,04-09-2025,02:00,Night,Children,Male,20,Adult,2,Dhoomanganj PS,Reported
822,Daraganj,25.428,81.889,Theft,3,28-05-2025,20:40,Evening,Children,Male,36,Adult,2,Daraganj PS,Closed
823,Daraganj,25.428,81.889,Harassment,2,23-07-2025,16:21,Afternoon,All,Female,42,Adult,2,Daraganj PS,Under Investigation
